SiteName,Site#_JS,Site#_CER,Plot#_JS,Habitat,TagID,Species,Set#,BagLocation,InitialWt_Air,SpConvFactor,InitialDeploy_Date,InitialWt_Oven,InitialNotes,HarvestNo,Harvest_Date,HarvestWt_Oven,HarvestNotes,PropInitMass,Days,Years,SitexHabitatxSp,ID_sihasp,ID
Lawrence Strip,4,5,9,dry,7532,DIS,1,6,3.083,0.927470356,11/27/10,2.859,,2,5/26/11,1.7084,,0.597469859,180,0.493150685,5dryDIS,51,7
Lawrence Strip,4,5,9,dry,7533,DIS,1,6,3.084,0.927470356,11/27/10,2.86,,3,8/1/11,1.884,,0.658667889,247,0.676712329,5dryDIS,51,7
Lawrence Strip,4,5,9,dry,7536,DIS,1,6,3.066,0.927470356,11/27/10,2.844,,4,9/27/11,1.833,,0.644599964,304,0.832876712,5dryDIS,51,7
Lawrence Strip,4,5,9,dry,7534,DIS,1,6,3.014,0.927470356,11/27/10,2.795,,5,10/1/12,1.413,,0.505474064,674,1.846575342,5dryDIS,51,7
Lawrence Strip,4,5,9,dry,7535,DIS,1,6,3.051,0.927470356,11/27/10,2.83,,6,9/20/13,1.548,,0.547052127,1028,2.816438356,5dryDIS,51,7
Central Pond,5,7,13&14,dry,7610,DIS,13,4,3.042,0.927470356,11/27/10,2.821,,1,4/29/11,2.3711,,0.840408862,153,0.419178082,7dryDIS,52,7
Central Pond,5,7,13&14,dry,7605,DIS,13,4,3.056,0.927470356,11/27/10,2.834,,2,5/26/11,2.2863,,0.806640139,180,0.493150685,7dryDIS,52,7
Central Pond,5,7,13&14,dry,7609,DIS,13,4,3.048,0.927470356,11/27/10,2.827,,3,8/1/11,2.092,,0.740025492,247,0.676712329,7dryDIS,52,7
Central Pond,5,7,13&14,dry,7608,DIS,13,4,3.053,0.927470356,11/27/10,2.832,,4,9/27/11,1.934,,0.683014035,304,0.832876712,7dryDIS,52,7
Central Pond,5,7,13&14,dry,7607,DIS,13,4,3.005,0.927470356,11/27/10,2.787,,5,9/30/12,1.965,,0.705046955,673,1.843835616,7dryDIS,52,7
Central Pond,5,7,13&14,dry,7606,DIS,13,4,3.042,0.927470356,11/27/10,2.821,,6,9/20/13,1.789,"sand present, tried to remove",0.634090276,1028,2.816438356,7dryDIS,52,7
Mari Hill,8,10,19&20,wet,7562,DIS,6,6,3.015,0.927470356,11/30/10,2.796,,1,4/29/11,2.3853,,0.853013009,150,0.410958904,10wetDIS,53,8
Mari Hill,8,10,19&20,wet,7567,DIS,6,6,3.012,0.927470356,11/30/10,2.794,,2,5/26/11,2.3087,,0.826442225,177,0.484931507,10wetDIS,53,8
Mari Hill,8,10,19&20,wet,7566,DIS,6,6,3.003,0.927470356,11/30/10,2.785,,3,8/1/11,1.925,,0.691154857,244,0.668493151,10wetDIS,53,8
Mari Hill,8,10,19&20,wet,7563,DIS,6,6,3.028,0.927470356,11/30/10,2.808,,4,9/27/11,1.523,,0.542305483,301,0.824657534,10wetDIS,53,8
Mari Hill,8,10,19&20,wet,7565,DIS,6,6,3.05,0.927470356,11/30/10,2.829,,5,9/30/12,1.202,,0.424917474,670,1.835616438,10wetDIS,53,8
Mari Hill,8,10,19&20,wet,7564,DIS,6,6,3.024,0.927470356,11/30/10,2.805,,6,9/20/13,1.245,,0.443902435,1025,2.808219178,10wetDIS,53,8
S Peterson Marsh,1,1,1&2,wet,7585,DIS,9,7,3.056,0.927470356,11/27/10,2.834,,1,4/29/11,2.2289,,0.786388578,153,0.419178082,1wetDIS,54,8
S Peterson Marsh,1,1,1&2,wet,7584,DIS,9,7,3.018,0.927470356,11/27/10,2.799,,2,5/26/11,1.9111,,0.682753822,180,0.493150685,1wetDIS,54,8
S Peterson Marsh,1,1,1&2,wet,7583,DIS,9,7,3.067,0.927470356,11/27/10,2.845,,3,8/3/11,1.86,,0.653881621,249,0.682191781,1wetDIS,54,8
S Peterson Marsh,1,1,1&2,wet,7582,DIS,9,7,3.018,0.927470356,11/27/10,2.799,,4,9/27/11,1.336,,0.47729533,304,0.832876712,1wetDIS,54,8
S Peterson Marsh,1,1,1&2,wet,7580,DIS,9,7,3.016,0.927470356,11/27/10,2.797,,5,10/2/12,1.165,,0.416480384,675,1.849315068,1wetDIS,54,8
S Peterson Marsh,1,1,1&2,wet,7581,DIS,9,7,3.023,0.927470356,11/27/10,2.804,,6,9/20/13,0.924,,0.329559463,1028,2.816438356,1wetDIS,54,8
Cattle Pond,2,2,3&4,wet,7544,DIS,3,2,3.032,0.927470356,11/27/10,2.812,,1,4/29/11,2.3657,,0.841260379,153,0.419178082,2wetDIS,55,8
Cattle Pond,2,2,3&4,wet,7549,DIS,3,2,3.011,0.927470356,11/27/10,2.793,,2,5/26/11,2.2942,,0.82152443,180,0.493150685,2wetDIS,55,8
Cattle Pond,2,2,3&4,wet,7548,DIS,3,2,3.043,0.927470356,11/27/10,2.822,,3,8/3/11,1.958,,0.693762303,249,0.682191781,2wetDIS,55,8
Cattle Pond,2,2,3&4,wet,7545,DIS,3,2,3.072,0.927470356,11/27/10,2.849,,4,9/27/11,1.788,,0.627547012,304,0.832876712,2wetDIS,55,8
Cattle Pond,2,2,3&4,wet,7546,DIS,3,2,3.059,0.927470356,11/27/10,2.837,,5,10/2/12,1.433,,0.505087564,675,1.849315068,2wetDIS,55,8
Cattle Pond,2,2,3&4,wet,7547,DIS,3,2,3.077,0.927470356,11/27/10,2.854,,6,9/20/13,1.235,,0.432752339,1028,2.816438356,2wetDIS,55,8
N Peterson Marsh,3,3,5&6,wet,7568,DIS,7,6,3.027,0.927470356,11/27/10,2.807,,1,4/29/11,2.441,,0.86947144,153,0.419178082,3wetDIS,56,8
N Peterson Marsh,3,3,5&6,wet,7573,DIS,7,6,3.018,0.927470356,11/27/10,2.799,,2,5/26/11,2.3089,,0.82487065,180,0.493150685,3wetDIS,56,8
N Peterson Marsh,3,3,5&6,wet,7569,DIS,7,6,3.041,0.927470356,11/27/10,2.82,,3,8/3/11,1.751,,0.620825702,249,0.682191781,3wetDIS,56,8
N Peterson Marsh,3,3,5&6,wet,7570,DIS,7,6,3.032,0.927470356,11/27/10,2.812,,4,9/27/11,1.558,,0.554036298,304,0.832876712,3wetDIS,56,8
N Peterson Marsh,3,3,5&6,wet,7571,DIS,7,6,3.043,0.927470356,11/27/10,2.822,,5,10/2/12,1.298,,0.459909841,675,1.849315068,3wetDIS,56,8
N Peterson Marsh,3,3,5&6,wet,7572,DIS,7,6,3.054,0.927470356,11/27/10,2.832,,6,9/20/13,1.091,,0.385172862,1028,2.816438356,3wetDIS,56,8
N Peterson Marsh,3,4,7&8,wet,7598,DIS,12,1,3.033,0.927470356,11/27/10,2.813,,1,4/29/11,2.4094,,0.856517929,153,0.419178082,4wetDIS,57,8
N Peterson Marsh,3,4,7&8,wet,7604,DIS,12,1,3.047,0.927470356,11/27/10,2.826,,2,5/26/11,2.3122,,0.818187623,180,0.493150685,4wetDIS,57,8
N Peterson Marsh,3,4,7&8,wet,7599,DIS,12,1,3.089,0.927470356,11/27/10,2.865,,3,8/3/11,1.137,,0.396864744,249,0.682191781,4wetDIS,57,8
N Peterson Marsh,3,4,7&8,wet,7601,DIS,12,1,3.026,0.927470356,11/27/10,2.807,,4,9/27/11,1.727,,0.61535166,304,0.832876712,4wetDIS,57,8
N Peterson Marsh,3,4,7&8,wet,7602,DIS,12,1,3.068,0.927470356,11/27/10,2.845,,5,10/2/12,1.443,,0.507120233,675,1.849315068,4wetDIS,57,8
N Peterson Marsh,3,4,7&8,wet,7603,DIS,12,1,3.01,0.927470356,11/27/10,2.792,,6,,,missing sample,NA,NA,NA,4wetDIS,57,8
Lawrence Strip,4,5,9,wet,7538,DIS,2,3,3.002,0.927470356,11/27/10,2.784,,1,4/29/11,2.2786,,0.818384448,153,0.419178082,5wetDIS,58,8
Lawrence Strip,4,5,9,wet,7543,DIS,2,3,3.036,0.927470356,11/27/10,2.816,,2,5/26/11,2.2267,,0.790787698,180,0.493150685,5wetDIS,58,8
Lawrence Strip,4,5,9,wet,7542,DIS,2,3,3.086,0.927470356,11/27/10,2.862,,3,8/1/11,2.019,,0.705407966,247,0.676712329,5wetDIS,58,8
Lawrence Strip,4,5,9,wet,7539,DIS,2,3,3.025,0.927470356,11/27/10,2.806,,4,9/27/11,1.776,,0.633020165,304,0.832876712,5wetDIS,58,8
Lawrence Strip,4,5,9,wet,7541,DIS,2,3,3.064,0.927470356,11/27/10,2.842,,5,10/1/12,1.377,,0.484557301,674,1.846575342,5wetDIS,58,8
Lawrence Strip,4,5,9,wet,7540,DIS,2,3,3.006,0.927470356,11/27/10,2.788,,6,9/20/13,1.219,,0.437234771,1028,2.816438356,5wetDIS,58,8
Central Pond,5,7,13&14,wet,7616,DIS,14,6,3.055,0.927470356,11/27/10,2.833,,1,4/29/11,2.2125,,0.780857934,153,0.419178082,7wetDIS,59,8
Central Pond,5,7,13&14,wet,7615,DIS,14,6,3.03,0.927470356,11/27/10,2.81,,2,5/26/11,2.2531,,0.801747846,180,0.493150685,7wetDIS,59,8
Central Pond,5,7,13&14,wet,7614,DIS,14,6,3.009,0.927470356,11/27/10,2.791,,3,8/1/11,1.639,,0.587295575,247,0.676712329,7wetDIS,59,8
Central Pond,5,7,13&14,wet,7611,DIS,14,6,3.021,0.927470356,11/27/10,2.802,,4,9/27/11,1.559,,0.556410546,304,0.832876712,7wetDIS,59,8
Central Pond,5,7,13&14,wet,7612,DIS,14,6,3.019,0.927470356,11/27/10,2.8,,5,9/30/12,1.257,,0.44892328,673,1.843835616,7wetDIS,59,8
Central Pond,5,7,13&14,wet,7613,DIS,14,6,3.022,0.927470356,11/27/10,2.803,,6,9/20/13,1.313,,0.468457535,1028,2.816438356,7wetDIS,59,8
Mari Hill,8,10,19&20,dry,7695,ERI,5,10,3.014,0.9371293,11/30/10,2.825,,1,4/29/11,2.65,,0.938216593,150,0.410958904,10dryERI,60,9
Mari Hill,8,10,19&20,dry,7700,ERI,5,10,3.024,0.9371293,11/30/10,2.834,,2,5/26/11,2.5221,,0.88998154,177,0.484931507,10dryERI,60,9
Mari Hill,8,10,19&20,dry,7699,ERI,5,10,3.057,0.9371293,11/30/10,2.865,,3,8/1/11,2.3,,0.80284717,244,0.668493151,10dryERI,60,9
Mari Hill,8,10,19&20,dry,7696,ERI,5,10,3.056,0.9371293,11/30/10,2.864,,4,9/27/11,2.189,,0.7643511,301,0.824657534,10dryERI,60,9
Mari Hill,8,10,19&20,dry,7698,ERI,5,10,3.073,0.9371293,11/30/10,2.88,,5,9/30/12,1.52,,0.527814736,670,1.835616438,10dryERI,60,9
Mari Hill,8,10,19&20,dry,7697,ERI,5,10,3.014,0.9371293,11/30/10,2.825,,6,9/20/13,1.327,,0.469816384,1025,2.808219178,10dryERI,60,9
S Peterson Marsh,1,1,1&2,dry,7725,ERI,10,11,3.022,0.9371293,11/27/10,2.832,,1,4/29/11,2.6384,,0.931636857,153,0.419178082,1dryERI,61,9
S Peterson Marsh,1,1,1&2,dry,7730,ERI,10,11,3.058,0.9371293,11/27/10,2.866,,2,5/26/11,2.5683,,0.896207871,180,0.493150685,1dryERI,61,9
S Peterson Marsh,1,1,1&2,dry,7726,ERI,10,11,3.075,0.9371293,11/27/10,2.882,,3,8/3/11,2.423,some sand,0.840831121,249,0.682191781,1dryERI,61,9
S Peterson Marsh,1,1,1&2,dry,7729,ERI,10,11,3.037,0.9371293,11/27/10,2.846,,4,9/27/11,1.862,,0.654237401,304,0.832876712,1dryERI,61,9
S Peterson Marsh,1,1,1&2,dry,7727,ERI,10,11,3.034,0.9371293,11/27/10,2.843,,5,10/2/12,1.966,,0.691462163,675,1.849315068,1dryERI,61,9
S Peterson Marsh,1,1,1&2,dry,7728,ERI,10,11,3.001,0.9371293,11/27/10,2.812,,6,9/20/13,1.691,,0.601281851,1028,2.816438356,1dryERI,61,9
Cattle Pond,2,2,3&4,dry,7689,ERI,4,4,3.046,0.9371293,11/27/10,2.854,,1,4/29/11,2.5427,,0.890770257,153,0.419178082,2dryERI,62,9
Cattle Pond,2,2,3&4,dry,7694,ERI,4,4,3.01,0.9371293,11/27/10,2.821,,2,5/26/11,2.3466,,0.831903697,180,0.493150685,2dryERI,62,9
Cattle Pond,2,2,3&4,dry,7693,ERI,4,4,3.048,0.9371293,11/27/10,2.856,,3,8/3/11,2.248,,0.787012858,249,0.682191781,2dryERI,62,9
Cattle Pond,2,2,3&4,dry,7690,ERI,4,4,3.033,0.9371293,11/27/10,2.842,,4,9/27/11,2.173,,0.764518148,304,0.832876712,2dryERI,62,9
Cattle Pond,2,2,3&4,dry,7691,ERI,4,4,3.007,0.9371293,11/27/10,2.818,,5,10/2/12,2.404,,0.853103097,675,1.849315068,2dryERI,62,9
Cattle Pond,2,2,3&4,dry,7692,ERI,4,4,3.018,0.9371293,11/27/10,2.828,,6,9/20/13,1.723,,0.609209301,1028,2.816438356,2dryERI,62,9
N Peterson Marsh,3,3,5&6,dry,7718,ERI,8,8,3.021,0.9371293,11/27/10,2.831,,1,4/29/11,2.3915,,0.844734328,153,0.419178082,3dryERI,63,9
N Peterson Marsh,3,3,5&6,dry,7713,ERI,8,8,3.04,0.9371293,11/27/10,2.849,,2,5/26/11,2.6011,,0.91302769,180,0.493150685,3dryERI,63,9
N Peterson Marsh,3,3,5&6,dry,7717,ERI,8,8,3.008,0.9371293,11/27/10,2.819,,3,8/3/11,2.017,,0.715531157,249,0.682191781,3dryERI,63,9
N Peterson Marsh,3,3,5&6,dry,7716,ERI,8,8,3.046,0.9371293,11/27/10,2.854,,4,9/27/11,2.062,,0.722369241,304,0.832876712,3dryERI,63,9
N Peterson Marsh,3,3,5&6,dry,7714,ERI,8,8,3.013,0.9371293,11/27/10,2.824,,5,10/2/12,1.967,,0.696635676,675,1.849315068,3dryERI,63,9
N Peterson Marsh,3,3,5&6,dry,7715,ERI,8,8,3.066,0.9371293,11/27/10,2.873,,6,9/20/13,1.564,,0.544333523,1028,2.816438356,3dryERI,63,9
N Peterson Marsh,3,4,7&8,dry,7736,ERI,11,4,3.038,0.9371293,11/27/10,2.847,,1,4/29/11,2.6322,,0.924552545,153,0.419178082,4dryERI,64,9
N Peterson Marsh,3,4,7&8,dry,7731,ERI,11,4,3,0.9371293,11/27/10,2.811,,2,5/26/11,2.3473,,0.834925696,180,0.493150685,4dryERI,64,9
N Peterson Marsh,3,4,7&8,dry,7735,ERI,11,4,3.005,0.9371293,11/27/10,2.816,,3,8/3/11,2.305,,0.818515554,249,0.682191781,4dryERI,64,9
N Peterson Marsh,3,4,7&8,dry,7732,ERI,11,4,3.025,0.9371293,11/27/10,2.835,,4,9/27/11,2.166,,0.764070719,304,0.832876712,4dryERI,64,9
N Peterson Marsh,3,4,7&8,dry,7734,ERI,11,4,3.083,0.9371293,11/27/10,2.889,,5,10/2/12,1.878,,0.650013754,675,1.849315068,4dryERI,64,9
N Peterson Marsh,3,4,7&8,dry,7733,ERI,11,4,3.026,0.9371293,11/27/10,2.836,,6,9/20/13,1.749,,0.616767341,1028,2.816438356,4dryERI,64,9
Lawrence Strip,4,5,9,dry,7676,ERI,1,1,3.022,0.9371293,11/27/10,2.832,,1,4/29/11,2.5071,,0.88527394,153,0.419178082,5dryERI,65,9
Lawrence Strip,4,5,9,dry,7671,ERI,1,1,3.002,0.9371293,11/27/10,2.813,,2,5/26/11,2.3937,,0.850862758,180,0.493150685,5dryERI,65,9
Lawrence Strip,4,5,9,dry,7672,ERI,1,1,3.085,0.9371293,11/27/10,2.891,,3,8/1/11,2.252,,0.778957389,247,0.676712329,5dryERI,65,9
Lawrence Strip,4,5,9,dry,7673,ERI,1,1,3.024,0.9371293,11/27/10,2.834,,4,9/27/11,2.261,,0.797846343,304,0.832876712,5dryERI,65,9
Lawrence Strip,4,5,9,dry,7674,ERI,1,1,3.008,0.9371293,11/27/10,2.819,,5,10/1/12,1.838,,0.652030871,674,1.846575342,5dryERI,65,9
Lawrence Strip,4,5,9,dry,7675,ERI,1,1,3.026,0.9371293,11/27/10,2.836,,6,9/20/13,1.514,,0.533896944,1028,2.816438356,5dryERI,65,9
Mari Hill,8,10,19&20,wet,7701,ERI,6,4,3.011,0.9371293,11/30/10,2.822,,1,4/29/11,2.7818,,0.985860873,150,0.410958904,10wetERI,66,10
Mari Hill,8,10,19&20,wet,7706,ERI,6,4,3.04,0.9371293,11/30/10,2.849,,2,5/26/11,2.4957,,0.876030605,177,0.484931507,10wetERI,66,10
Mari Hill,8,10,19&20,wet,7705,ERI,6,4,3.012,0.9371293,11/30/10,2.823,,3,8/1/11,1.925,,0.681987241,244,0.668493151,10wetERI,66,10
Mari Hill,8,10,19&20,wet,7702,ERI,6,4,3.085,0.9371293,11/30/10,2.891,,4,9/27/11,1.635,,0.565539667,301,0.824657534,10wetERI,66,10
Mari Hill,8,10,19&20,wet,7704,ERI,6,4,3.029,0.9371293,11/30/10,2.839,,5,9/30/12,1.332,,0.469251246,670,1.835616438,10wetERI,66,10
Mari Hill,8,10,19&20,wet,7703,ERI,6,4,3.05,0.9371293,11/30/10,2.858,,6,9/20/13,1.407,,0.49226022,1025,2.808219178,10wetERI,66,10
S Peterson Marsh,1,1,1&2,wet,7724,ERI,9,4,3.006,0.9371293,11/27/10,2.817,,1,4/29/11,2.5717,,0.912918088,153,0.419178082,1wetERI,67,10
S Peterson Marsh,1,1,1&2,wet,7723,ERI,9,4,3.025,0.9371293,11/27/10,2.835,,2,5/26/11,2.3828,,0.840548342,180,0.493150685,1wetERI,67,10
S Peterson Marsh,1,1,1&2,wet,7722,ERI,9,4,3.031,0.9371293,11/27/10,2.84,,3,8/3/11,1.977,,0.696019194,249,0.682191781,1wetERI,67,10
S Peterson Marsh,1,1,1&2,wet,7721,ERI,9,4,3.008,0.9371293,11/27/10,2.819,,4,9/27/11,1.671,,0.592787588,304,0.832876712,1wetERI,67,10
S Peterson Marsh,1,1,1&2,wet,7720,ERI,9,4,3.043,0.9371293,11/27/10,2.852,,5,10/2/12,1.376,,0.482521828,675,1.849315068,1wetERI,67,10
S Peterson Marsh,1,1,1&2,wet,7719,ERI,9,4,3.076,0.9371293,11/27/10,2.883,,6,9/20/13,1.073,lots of roots,0.372232144,1028,2.816438356,1wetERI,67,10
Cattle Pond,2,2,3&4,wet,7688,ERI,3,6,3.022,0.9371293,11/27/10,2.832,,1,4/29/11,2.6608,,0.939546448,153,0.419178082,2wetERI,68,10
Cattle Pond,2,2,3&4,wet,7683,ERI,3,6,3.004,0.9371293,11/27/10,2.815,,2,5/26/11,2.6942,,0.957040655,180,0.493150685,2wetERI,68,10
Cattle Pond,2,2,3&4,wet,7684,ERI,3,6,3.012,0.9371293,11/27/10,2.823,,3,8/3/11,2.362,,0.836807202,249,0.682191781,2wetERI,68,10
Cattle Pond,2,2,3&4,wet,7687,ERI,3,6,3.007,0.9371293,11/27/10,2.818,,4,9/27/11,1.141,,0.40490459,304,0.832876712,2wetERI,68,10
Cattle Pond,2,2,3&4,wet,7686,ERI,3,6,3.017,0.9371293,11/27/10,2.827,,5,10/2/12,1.74,,0.61542399,675,1.849315068,2wetERI,68,10
Cattle Pond,2,2,3&4,wet,7685,ERI,3,6,3.005,0.9371293,11/27/10,2.816,,6,9/20/13,1.486,,0.527685082,1028,2.816438356,2wetERI,68,10
N Peterson Marsh,3,3,5&6,wet,7712,ERI,7,3,3.004,0.9371293,11/27/10,2.815,,1,4/29/11,2.7731,,0.985067716,153,0.419178082,3wetERI,69,10
N Peterson Marsh,3,3,5&6,wet,7707,ERI,7,3,3.013,0.9371293,11/27/10,2.824,,2,5/26/11,2.5092,,0.888662043,180,0.493150685,3wetERI,69,10
N Peterson Marsh,3,3,5&6,wet,7711,ERI,7,3,3.009,0.9371293,11/27/10,2.82,,3,8/3/11,1.856,,0.658197559,249,0.682191781,3wetERI,69,10
N Peterson Marsh,3,3,5&6,wet,7710,ERI,7,3,3.055,0.9371293,11/27/10,2.863,,4,9/27/11,1.483,,0.518000787,304,0.832876712,3wetERI,69,10
N Peterson Marsh,3,3,5&6,wet,7709,ERI,7,3,3.058,0.9371293,11/27/10,2.866,,5,10/2/12,1.708,,0.596006325,675,1.849315068,3wetERI,69,10
N Peterson Marsh,3,3,5&6,wet,7708,ERI,7,3,3.001,0.9371293,11/27/10,2.812,,6,9/20/13,1.342,,0.477185242,1028,2.816438356,3wetERI,69,10
N Peterson Marsh,3,4,7&8,wet,7737,ERI,12,7,3.017,0.9371293,11/27/10,2.827,,1,4/29/11,2.7292,,0.965296065,153,0.419178082,4wetERI,70,10
N Peterson Marsh,3,4,7&8,wet,7742,ERI,12,7,3.006,0.9371293,11/27/10,2.817,,2,5/26/11,2.5321,,0.898860633,180,0.493150685,4wetERI,70,10
N Peterson Marsh,3,4,7&8,wet,7738,ERI,12,7,3.092,0.9371293,11/27/10,2.898,,3,8/3/11,1.882,,0.649502186,249,0.682191781,4wetERI,70,10
N Peterson Marsh,3,4,7&8,wet,7741,ERI,12,7,3.007,0.9371293,11/27/10,2.818,,4,9/27/11,1.984,,0.704058463,304,0.832876712,4wetERI,70,10
N Peterson Marsh,3,4,7&8,wet,7739,ERI,12,7,3.033,0.9371293,11/27/10,2.842,,5,10/2/12,1.654,,0.581920395,675,1.849315068,4wetERI,70,10
N Peterson Marsh,3,4,7&8,wet,7740,ERI,12,7,3.025,0.9371293,11/27/10,2.835,,6,9/20/13,1.703,,0.600744429,1028,2.816438356,4wetERI,70,10
Lawrence Strip,4,5,9,wet,7682,ERI,2,12,3.021,0.9371293,11/27/10,2.831,,1,4/29/11,2.8549,,1.008418161,153,0.419178082,5wetERI,71,10
Lawrence Strip,4,5,9,wet,7677,ERI,2,12,3.046,0.9371293,11/27/10,2.854,,2,5/26/11,2.6272,,0.920372682,180,0.493150685,5wetERI,71,10
Lawrence Strip,4,5,9,wet,7678,ERI,2,12,3.005,0.9371293,11/27/10,2.816,,3,8/1/11,2.113,,0.750335517,247,0.676712329,5wetERI,71,10
Lawrence Strip,4,5,9,wet,7681,ERI,2,12,3.022,0.9371293,11/27/10,2.832,,4,9/27/11,1.883,,0.664900016,304,0.832876712,5wetERI,71,10
Lawrence Strip,4,5,9,wet,7679,ERI,2,12,3.009,0.9371293,11/27/10,2.82,,5,10/1/12,1.444,,0.512089049,674,1.846575342,5wetERI,71,10
Lawrence Strip,4,5,9,wet,7680,ERI,2,12,3.013,0.9371293,11/27/10,2.824,,6,9/20/13,1.663,,0.588970579,1028,2.816438356,5wetERI,71,10
Mari Hill,8,10,19&20,dry,1372,HUM,5,6,3.002,0.950168084,11/30/10,2.852,,1,4/29/11,2.4679,,0.865199842,150,0.410958904,10dryHUM,72,11
Mari Hill,8,10,19&20,dry,1367,HUM,5,6,3.091,0.950168084,11/30/10,2.937,,2,5/26/11,2.4987,,0.850774909,177,0.484931507,10dryHUM,72,11
Mari Hill,8,10,19&20,dry,1368,HUM,5,6,3.05,0.950168084,11/30/10,2.898,,3,8/1/11,1.937,,0.668389076,244,0.668493151,10dryHUM,72,11
Mari Hill,8,10,19&20,dry,1371,HUM,5,6,3.028,0.950168084,11/30/10,2.877,,4,9/27/11,0.505,,0.175523419,301,0.824657534,10dryHUM,72,11
Mari Hill,8,10,19&20,dry,1369,HUM,5,6,3.042,0.950168084,11/30/10,2.89,,5,9/30/12,1.528,,0.528644485,670,1.835616438,10dryHUM,72,11
Mari Hill,8,10,19&20,dry,1370,HUM,5,6,3.025,0.950168084,11/30/10,2.874,,6,9/20/13,1.279,,0.44498434,1025,2.808219178,10dryHUM,72,11
S Peterson Marsh,1,1,1&2,dry,1397,HUM,10,1,3.034,0.950168084,11/27/10,2.883,,1,4/29/11,2.439,,0.846049524,153,0.419178082,1dryHUM,73,11
S Peterson Marsh,1,1,1&2,dry,1402,HUM,10,1,3.019,0.950168084,11/27/10,2.869,,2,5/26/11,2.3743,,0.827698258,180,0.493150685,1dryHUM,73,11
S Peterson Marsh,1,1,1&2,dry,1398,HUM,10,1,3.012,0.950168084,11/27/10,2.862,,3,8/3/11,2.069,,0.722944711,249,0.682191781,1dryHUM,73,11
S Peterson Marsh,1,1,1&2,dry,1401,HUM,10,1,3.027,0.950168084,11/27/10,2.876,,4,9/27/11,1.857,,0.645652808,304,0.832876712,1dryHUM,73,11
S Peterson Marsh,1,1,1&2,dry,1399,HUM,10,1,3.037,0.950168084,11/27/10,2.886,,5,10/2/12,1.528,,0.529514825,675,1.849315068,1dryHUM,73,11
S Peterson Marsh,1,1,1&2,dry,1400,HUM,10,1,3.052,0.950168084,11/27/10,2.9,,6,9/20/13,1.517,,0.523119143,1028,2.816438356,1dryHUM,73,11
Cattle Pond,2,2,3&4,dry,1366,HUM,4,6,3.011,0.950168084,11/27/10,2.861,,1,4/29/11,2.2921,,0.801165736,153,0.419178082,2dryHUM,74,11
Cattle Pond,2,2,3&4,dry,1361,HUM,4,6,3.037,0.950168084,11/27/10,2.886,,2,5/26/11,2.3754,,0.823173767,180,0.493150685,2dryHUM,74,11
Cattle Pond,2,2,3&4,dry,1362,HUM,4,6,3.006,0.950168084,11/27/10,2.856,,3,8/3/11,2.007,,0.702680591,249,0.682191781,2dryHUM,74,11
Cattle Pond,2,2,3&4,dry,1365,HUM,4,6,3.032,0.950168084,11/27/10,2.881,,4,9/27/11,2.021,,0.701514542,304,0.832876712,2dryHUM,74,11
Cattle Pond,2,2,3&4,dry,1364,HUM,4,6,3.004,0.950168084,11/27/10,2.854,,5,10/2/12,1.514,,0.530426861,675,1.849315068,2dryHUM,74,11
Cattle Pond,2,2,3&4,dry,1363,HUM,4,6,3.006,0.950168084,11/27/10,2.856,,6,9/20/13,1.437,"sand present, tried to remove",0.503115102,1028,2.816438356,2dryHUM,74,11
N Peterson Marsh,3,3,5&6,dry,1385,HUM,8,1,3.036,0.950168084,11/27/10,2.885,,1,4/29/11,2.3922,,0.829268713,153,0.419178082,3dryHUM,75,11
N Peterson Marsh,3,3,5&6,dry,1390,HUM,8,1,3.058,0.950168084,11/27/10,2.906,,2,5/26/11,2.4186,,0.83238861,180,0.493150685,3dryHUM,75,11
N Peterson Marsh,3,3,5&6,dry,1386,HUM,8,1,3.038,0.950168084,11/27/10,2.887,,3,8/3/11,2.013,,0.697357646,249,0.682191781,3dryHUM,75,11
N Peterson Marsh,3,3,5&6,dry,1387,HUM,8,1,3.07,0.950168084,11/27/10,2.917,,4,9/27/11,1.888,,0.647236761,304,0.832876712,3dryHUM,75,11
N Peterson Marsh,3,3,5&6,dry,1389,HUM,8,1,3.092,0.950168084,11/27/10,2.938,,5,10/2/12,1.627,,0.553793213,675,1.849315068,3dryHUM,75,11
N Peterson Marsh,3,3,5&6,dry,1388,HUM,8,1,3.037,0.950168084,11/27/10,2.886,,6,9/20/13,1.499,,0.519465133,1028,2.816438356,3dryHUM,75,11
N Peterson Marsh,3,4,7&8,dry,1408,HUM,11,8,3.045,0.950168084,11/27/10,2.893,,1,4/29/11,2.4738,,0.855021135,153,0.419178082,4dryHUM,76,11
N Peterson Marsh,3,4,7&8,dry,1403,HUM,11,8,3.026,0.950168084,11/27/10,2.875,,2,5/26/11,2.4018,,0.835348079,180,0.493150685,4dryHUM,76,11
N Peterson Marsh,3,4,7&8,dry,1407,HUM,11,8,3.021,0.950168084,11/27/10,2.87,,3,8/3/11,1.974,,0.687695187,249,0.682191781,4dryHUM,76,11
N Peterson Marsh,3,4,7&8,dry,1404,HUM,11,8,3.027,0.950168084,11/27/10,2.876,,4,9/27/11,2.076,,0.721796031,304,0.832876712,4dryHUM,76,11
N Peterson Marsh,3,4,7&8,dry,1406,HUM,11,8,3.037,0.950168084,11/27/10,2.886,,5,10/2/12,1.595,,0.55273308,675,1.849315068,4dryHUM,76,11
