SiteName,Site#_JS,Site#_CER,Plot#_JS,Habitat,TagID,Species,Set#,BagLocation,InitialWt_Air,SpConvFactor,InitialDeploy_Date,InitialWt_Oven,InitialNotes,HarvestNo,Harvest_Date,HarvestWt_Oven,HarvestNotes,PropInitMass,Days,Years,SitexHabitatxSp,ID_sihasp,ID
S Peterson Marsh,1,1,1&2,wet,7310,INT,9,2,3.04,0.933584457,11/27/10,2.838,,6,9/20/13,1.242,,0.437617217,1028,2.816438356,1wetINT,102,14
Cattle Pond,2,2,3&4,wet,7274,INT,3,11,3.026,0.933584457,11/27/10,2.825,,1,4/29/11,2.5587,,0.905725996,153,0.419178082,2wetINT,103,14
Cattle Pond,2,2,3&4,wet,7279,INT,3,11,3.055,0.933584457,11/27/10,2.852,,2,5/26/11,2.3269,,0.815854837,180,0.493150685,2wetINT,103,14
Cattle Pond,2,2,3&4,wet,7278,INT,3,11,3.01,0.933584457,11/27/10,2.81,,3,8/3/11,2.1,,0.747307235,249,0.682191781,2wetINT,103,14
Cattle Pond,2,2,3&4,wet,7275,INT,3,11,3.039,0.933584457,11/27/10,2.837,,4,9/27/11,2.089,,0.736298859,304,0.832876712,2wetINT,103,14
Cattle Pond,2,2,3&4,wet,7276,INT,3,11,3.036,0.933584457,11/27/10,2.834,,5,10/2/12,1.588,,0.560267097,675,1.849315068,2wetINT,103,14
Cattle Pond,2,2,3&4,wet,7277,INT,3,11,3.066,0.933584457,11/27/10,2.862,,6,9/20/13,1.734,some roots,0.605791716,1028,2.816438356,2wetINT,103,14
N Peterson Marsh,3,3,5&6,wet,7303,INT,7,5,3.024,0.933584457,11/27/10,2.823,,1,4/29/11,2.3752,,0.84132692,153,0.419178082,3wetINT,104,14
N Peterson Marsh,3,3,5&6,wet,7298,INT,7,5,3.089,0.933584457,11/27/10,2.884,,2,5/26/11,2.2622,,0.784439542,180,0.493150685,3wetINT,104,14
N Peterson Marsh,3,3,5&6,wet,7302,INT,7,5,3.012,0.933584457,11/27/10,2.812,,3,8/3/11,1.632,,0.580378846,249,0.682191781,3wetINT,104,14
N Peterson Marsh,3,3,5&6,wet,7301,INT,7,5,3.054,0.933584457,11/27/10,2.851,,4,9/27/11,1.544,,0.541532656,304,0.832876712,3wetINT,104,14
N Peterson Marsh,3,3,5&6,wet,7300,INT,7,5,3.054,0.933584457,11/27/10,2.851,,5,10/2/12,1.112,,0.390015747,675,1.849315068,3wetINT,104,14
N Peterson Marsh,3,3,5&6,wet,7299,INT,7,5,3.074,0.933584457,11/27/10,2.87,,6,9/20/13,1.479,,0.515359989,1028,2.816438356,3wetINT,104,14
N Peterson Marsh,3,4,7&8,wet,7333,INT,12,10,3.038,0.933584457,11/27/10,2.836,,1,4/29/11,2.4406,,0.860508619,153,0.419178082,4wetINT,105,14
N Peterson Marsh,3,4,7&8,wet,7328,INT,12,10,3.008,0.933584457,11/27/10,2.808,,2,5/26/11,2.3852,,0.849363035,180,0.493150685,4wetINT,105,14
N Peterson Marsh,3,4,7&8,wet,7332,INT,12,10,3.02,0.933584457,11/27/10,2.819,,3,8/3/11,1.43,,0.507195605,249,0.682191781,4wetINT,105,14
N Peterson Marsh,3,4,7&8,wet,7329,INT,12,10,3.053,0.933584457,11/27/10,2.85,,4,9/27/11,1.76,,0.617493302,304,0.832876712,4wetINT,105,14
N Peterson Marsh,3,4,7&8,wet,7331,INT,12,10,3.015,0.933584457,11/27/10,2.815,,5,10/2/12,1.572,,0.558485128,675,1.849315068,4wetINT,105,14
N Peterson Marsh,3,4,7&8,wet,7330,INT,12,10,3.097,0.933584457,11/27/10,2.891,,6,9/20/13,1.507,,0.521216835,1028,2.816438356,4wetINT,105,14
Lawrence Strip,4,5,9,wet,7268,INT,2,11,3.025,0.933584457,11/27/10,2.824,,1,4/29/11,2.5275,,0.894977615,153,0.419178082,5wetINT,106,14
Lawrence Strip,4,5,9,wet,7273,INT,2,11,3,0.933584457,11/27/10,2.801,,2,5/26/11,2.2629,,0.807961181,180,0.493150685,5wetINT,106,14
Lawrence Strip,4,5,9,wet,7272,INT,2,11,3.061,0.933584457,11/27/10,2.858,,3,8/1/11,1.991,,0.696713648,247,0.676712329,5wetINT,106,14
Lawrence Strip,4,5,9,wet,7269,INT,2,11,3.004,0.933584457,11/27/10,2.804,,4,9/27/11,1.794,,0.639689022,304,0.832876712,5wetINT,106,14
Lawrence Strip,4,5,9,wet,7271,INT,2,11,3.006,0.933584457,11/27/10,2.806,,5,10/1/12,1.545,,0.550536218,674,1.846575342,5wetINT,106,14
Lawrence Strip,4,5,9,wet,7270,INT,2,11,3.081,0.933584457,11/27/10,2.876,,6,9/20/13,1.577,,0.548259774,1028,2.816438356,5wetINT,106,14
Lawrence Strip,4,6,12,wet,7346,INT,15,2,3.031,0.933584457,11/27/10,2.83,,1,4/29/11,2.3286,,0.822915693,153,0.419178082,6wetINT,107,14
Lawrence Strip,4,6,12,wet,7347,INT,15,2,3.027,0.933584457,11/27/10,2.826,,2,5/26/11,2.1512,,0.761228002,180,0.493150685,6wetINT,107,14
Lawrence Strip,4,6,12,wet,7348,INT,15,2,3.06,0.933584457,11/27/10,2.857,,3,8/1/11,1.921,,0.672438121,247,0.676712329,6wetINT,107,14
Lawrence Strip,4,6,12,wet,7349,INT,15,2,3.032,0.933584457,11/27/10,2.831,,4,9/27/11,1.784,,0.630248819,304,0.832876712,6wetINT,107,14
Lawrence Strip,4,6,12,wet,7351,INT,15,2,3,0.933584457,11/27/10,2.801,,5,10/2/12,1.352,,0.48272726,675,1.849315068,6wetINT,107,14
Lawrence Strip,4,6,12,wet,7350,INT,15,2,3.048,0.933584457,11/27/10,2.846,,6,,,missing sample,NA,NA,NA,6wetINT,107,14
Central Pond,5,7,13&14,wet,7340,INT,14,8,3.043,0.933584457,11/27/10,2.841,,1,4/29/11,2.3673,,0.833292999,153,0.419178082,7wetINT,108,14
Central Pond,5,7,13&14,wet,7341,INT,14,8,3.068,0.933584457,11/27/10,2.864,,2,5/26/11,2.2917,,0.800108339,180,0.493150685,7wetINT,108,14
Central Pond,5,7,13&14,wet,7342,INT,14,8,3.05,0.933584457,11/27/10,2.847,,3,8/1/11,1.882,,0.660946287,247,0.676712329,7wetINT,108,14
Central Pond,5,7,13&14,wet,7345,INT,14,8,3.018,0.933584457,11/27/10,2.818,,4,9/27/11,1.807,,0.641335536,304,0.832876712,7wetINT,108,14
Central Pond,5,7,13&14,wet,7344,INT,14,8,3.03,0.933584457,11/27/10,2.829,,5,9/30/12,1.403,,0.495976877,673,1.843835616,7wetINT,108,14
Central Pond,5,7,13&14,wet,7343,INT,14,8,3.055,0.933584457,11/27/10,2.852,,6,9/20/13,1.252,some roots,0.438974711,1028,2.816438356,7wetINT,108,14
N Durant,7,9,17&18,wet,7358,INT,17,2,3.014,0.933584457,11/30/10,2.814,,1,4/29/11,2.2575,,0.802289112,150,0.410958904,9wetINT,109,14
N Durant,7,9,17&18,wet,7359,INT,17,2,3.096,0.933584457,11/30/10,2.89,,2,5/26/11,2.1265,,0.735717053,177,0.484931507,9wetINT,109,14
N Durant,7,9,17&18,wet,7363,INT,17,2,3.068,0.933584457,11/30/10,2.864,,3,8/1/11,1.851,,0.646245379,244,0.668493151,9wetINT,109,14
N Durant,7,9,17&18,wet,7360,INT,17,2,3.01,0.933584457,11/30/10,2.81,,4,9/27/11,1.862,,0.662612415,301,0.824657534,9wetINT,109,14
N Durant,7,9,17&18,wet,7361,INT,17,2,3.057,0.933584457,11/30/10,2.854,,5,10/1/12,1.368,,0.479332687,671,1.838356164,9wetINT,109,14
N Durant,7,9,17&18,wet,7362,INT,17,2,3.031,0.933584457,11/30/10,2.83,,6,9/20/13,1.448,,0.511716019,1025,2.808219178,9wetINT,109,14
Mari Hill,8,10,19&20,dry,1132,LUC,5,3,3.022,0.929135413,11/30/10,2.808,,1,4/29/11,2.2949,,0.81731655,150,0.410958904,10dryLUC,110,15
Mari Hill,8,10,19&20,dry,1127,LUC,5,3,3.027,0.929135413,11/30/10,2.812,,2,5/26/11,2.1612,,0.768428608,177,0.484931507,10dryLUC,110,15
Mari Hill,8,10,19&20,dry,1128,LUC,5,3,3.026,0.929135413,11/30/10,2.812,,3,8/1/11,1.794,,0.638079074,244,0.668493151,10dryLUC,110,15
Mari Hill,8,10,19&20,dry,1131,LUC,5,3,3.055,0.929135413,11/30/10,2.839,,4,9/27/11,1.012,,0.356525243,301,0.824657534,10dryLUC,110,15
Mari Hill,8,10,19&20,dry,1129,LUC,5,3,3.035,0.929135413,11/30/10,2.82,,5,9/30/12,1.465,,0.519517183,670,1.835616438,10dryLUC,110,15
Mari Hill,8,10,19&20,dry,1130,LUC,5,3,3,0.929135413,11/30/10,2.787,,6,9/20/13,1.212,,0.434812832,1025,2.808219178,10dryLUC,110,15
S Peterson Marsh,1,1,1&2,dry,1162,LUC,10,8,3.018,0.929135413,11/27/10,2.804,,1,4/29/11,2.27,,0.809520048,153,0.419178082,1dryLUC,111,15
S Peterson Marsh,1,1,1&2,dry,1157,LUC,10,8,3.066,0.929135413,11/27/10,2.849,,2,5/26/11,1.9526,,0.685428442,180,0.493150685,1dryLUC,111,15
S Peterson Marsh,1,1,1&2,dry,1161,LUC,10,8,3.055,0.929135413,11/27/10,2.839,,3,8/3/11,1.872,,0.659501241,249,0.682191781,1dryLUC,111,15
S Peterson Marsh,1,1,1&2,dry,1158,LUC,10,8,3.052,0.929135413,11/27/10,2.836,,4,9/27/11,1.733,,0.611131994,304,0.832876712,1dryLUC,111,15
S Peterson Marsh,1,1,1&2,dry,1160,LUC,10,8,3.054,0.929135413,11/27/10,2.838,,5,10/2/12,1.37,,0.482805848,675,1.849315068,1dryLUC,111,15
S Peterson Marsh,1,1,1&2,dry,1159,LUC,10,8,3.015,0.929135413,11/27/10,2.801,,6,9/20/13,1.655,,0.590788005,1028,2.816438356,1dryLUC,111,15
Cattle Pond,2,2,3&4,dry,1126,LUC,4,11,3.023,0.929135413,11/27/10,2.809,,1,4/29/11,2.2469,,0.799956892,153,0.419178082,2dryLUC,112,15
Cattle Pond,2,2,3&4,dry,1121,LUC,4,11,3.027,0.929135413,11/27/10,2.812,,2,5/26/11,2.1125,,0.751113009,180,0.493150685,2dryLUC,112,15
Cattle Pond,2,2,3&4,dry,1122,LUC,4,11,3.004,0.929135413,11/27/10,2.791,,3,8/3/11,1.908,,0.683595868,249,0.682191781,2dryLUC,112,15
Cattle Pond,2,2,3&4,dry,1125,LUC,4,11,3.016,0.929135413,11/27/10,2.802,,4,9/27/11,1.896,,0.676593752,304,0.832876712,2dryLUC,112,15
Cattle Pond,2,2,3&4,dry,1124,LUC,4,11,3.033,0.929135413,11/27/10,2.818,,5,10/2/12,1.173,,0.416242661,675,1.849315068,2dryLUC,112,15
Cattle Pond,2,2,3&4,dry,1123,LUC,4,11,3.002,0.929135413,11/27/10,2.789,,6,9/20/13,1.454,,0.521284373,1028,2.816438356,2dryLUC,112,15
N Peterson Marsh,3,3,5&6,dry,1145,LUC,8,6,3.055,0.929135413,11/27/10,2.839,,1,4/29/11,2.3445,,0.825961891,153,0.419178082,3dryLUC,113,15
N Peterson Marsh,3,3,5&6,dry,1150,LUC,8,6,3.006,0.929135413,11/27/10,2.793,,2,5/26/11,2.1253,,0.760943222,180,0.493150685,3dryLUC,113,15
N Peterson Marsh,3,3,5&6,dry,1146,LUC,8,6,3.051,0.929135413,11/27/10,2.835,,3,8/3/11,1.854,,0.654016205,249,0.682191781,3dryLUC,113,15
N Peterson Marsh,3,3,5&6,dry,1147,LUC,8,6,3.038,0.929135413,11/27/10,2.823,,4,9/27/11,1.818,,0.64406114,304,0.832876712,3dryLUC,113,15
N Peterson Marsh,3,3,5&6,dry,1149,LUC,8,6,3.035,0.929135413,11/27/10,2.82,,5,10/2/12,1.331,,0.471998205,675,1.849315068,3dryLUC,113,15
N Peterson Marsh,3,3,5&6,dry,1148,LUC,8,6,3.016,0.929135413,11/27/10,2.802,,6,9/20/13,1.222,,0.436074665,1028,2.816438356,3dryLUC,113,15
N Peterson Marsh,3,4,7&8,dry,1211,LUC,11,3,3.03,0.929135413,11/27/10,2.815,,1,4/29/11,2.1768,,0.773208977,153,0.419178082,4dryLUC,114,15
N Peterson Marsh,3,4,7&8,dry,1216,LUC,11,3,3.055,0.929135413,11/27/10,2.839,,2,5/26/11,2.1283,,0.749795134,180,0.493150685,4dryLUC,114,15
N Peterson Marsh,3,4,7&8,dry,1212,LUC,11,3,3.082,0.929135413,11/27/10,2.864,,3,8/3/11,1.939,,0.677120811,249,0.682191781,4dryLUC,114,15
N Peterson Marsh,3,4,7&8,dry,1215,LUC,11,3,3.008,0.929135413,11/27/10,2.795,,4,9/27/11,1.778,,0.636172529,304,0.832876712,4dryLUC,114,15
N Peterson Marsh,3,4,7&8,dry,1213,LUC,11,3,3.078,0.929135413,11/27/10,2.86,,5,10/2/12,1.739,,0.608067727,675,1.849315068,4dryLUC,114,15
N Peterson Marsh,3,4,7&8,dry,1214,LUC,11,3,3.083,0.929135413,11/27/10,2.865,,6,9/20/13,1.881,,0.656653492,1028,2.816438356,4dryLUC,114,15
Lawrence Strip,4,5,9,dry,1103,LUC,1,8,3.069,0.929135413,11/27/10,2.852,,1,4/29/11,2.2506,,0.789264216,153,0.419178082,5dryLUC,115,15
Lawrence Strip,4,5,9,dry,1108,LUC,1,8,3.003,0.929135413,11/27/10,2.79,,2,5/26/11,2.0125,,0.721276104,180,0.493150685,5dryLUC,115,15
Lawrence Strip,4,5,9,dry,1107,LUC,1,8,3.009,0.929135413,11/27/10,2.796,,3,8/1/11,2.049,,0.732893311,247,0.676712329,5dryLUC,115,15
Lawrence Strip,4,5,9,dry,1104,LUC,1,8,3.03,0.929135413,11/27/10,2.815,,4,9/27/11,1.865,,0.662456239,304,0.832876712,5dryLUC,115,15
Lawrence Strip,4,5,9,dry,1106,LUC,1,8,3.027,0.929135413,11/27/10,2.812,,5,10/1/12,1.671,,0.594134835,674,1.846575342,5dryLUC,115,15
Lawrence Strip,4,5,9,dry,1105,LUC,1,8,3.023,0.929135413,11/27/10,2.809,,6,9/20/13,1.5,,0.534040383,1028,2.816438356,5dryLUC,115,15
Lawrence Strip,4,6,11,dry,1198,LUC,16,6,3.036,0.929135413,11/27/10,2.821,,1,4/29/11,2.2805,,0.808442798,153,0.419178082,6dryLUC,116,15
Lawrence Strip,4,6,11,dry,1193,LUC,16,6,3.025,0.929135413,11/27/10,2.811,,2,5/26/11,2.2051,,0.784555908,180,0.493150685,6dryLUC,116,15
Lawrence Strip,4,6,11,dry,1194,LUC,16,6,3.025,0.929135413,11/27/10,2.811,,3,8/1/11,1.988,,0.707313567,247,0.676712329,6dryLUC,116,15
Lawrence Strip,4,6,11,dry,1195,LUC,16,6,3.005,0.929135413,11/27/10,2.792,,4,9/27/11,1.683,,0.602782488,304,0.832876712,6dryLUC,116,15
Lawrence Strip,4,6,11,dry,1197,LUC,16,6,3.024,0.929135413,11/27/10,2.81,,5,10/2/12,1.562,,0.555930152,675,1.849315068,6dryLUC,116,15
Lawrence Strip,4,6,11,dry,1196,LUC,16,6,3.016,0.929135413,11/27/10,2.802,,6,9/20/13,1.542,,0.550267703,1028,2.816438356,6dryLUC,116,15
Central Pond,5,7,13&14,dry,1180,LUC,13,1,3.059,0.929135413,11/27/10,2.842,,1,4/29/11,2.1022,,0.739631743,153,0.419178082,7dryLUC,117,15
Central Pond,5,7,13&14,dry,1175,LUC,13,1,3.041,0.929135413,11/27/10,2.826,,2,5/26/11,2.0172,,0.713926539,180,0.493150685,7dryLUC,117,15
Central Pond,5,7,13&14,dry,1179,LUC,13,1,3.037,0.929135413,11/27/10,2.822,,3,8/1/11,1.853,,0.656676711,247,0.676712329,7dryLUC,117,15
Central Pond,5,7,13&14,dry,1178,LUC,13,1,3.035,0.929135413,11/27/10,2.82,,4,9/27/11,1.894,,0.671648836,304,0.832876712,7dryLUC,117,15
Central Pond,5,7,13&14,dry,1177,LUC,13,1,3.034,0.929135413,11/27/10,2.819,,5,9/30/12,1.603,,0.568641999,673,1.843835616,7dryLUC,117,15
Central Pond,5,7,13&14,dry,1176,LUC,13,1,3.088,0.929135413,11/27/10,2.869,,6,9/20/13,1.587,,0.553121605,1028,2.816438356,7dryLUC,117,15
Fish Lake,6,8,15&16,dry,1217,LUC,20,1,3.018,0.929135413,11/27/10,2.804,,1,4/29/11,2.0644,,0.736199642,153,0.419178082,8dryLUC,118,15
Fish Lake,6,8,15&16,dry,1222,LUC,20,1,3.082,0.929135413,11/27/10,2.864,,2,5/26/11,1.9784,,0.690879738,180,0.493150685,8dryLUC,118,15
Fish Lake,6,8,15&16,dry,1218,LUC,20,1,3.039,0.929135413,11/27/10,2.824,,3,8/3/11,1.777,,0.629328957,249,0.682191781,8dryLUC,118,15
Fish Lake,6,8,15&16,dry,1221,LUC,20,1,3.034,0.929135413,11/27/10,2.819,,4,9/27/11,1.828,,0.648457626,304,0.832876712,8dryLUC,118,15
Fish Lake,6,8,15&16,dry,1220,LUC,20,1,3.034,0.929135413,11/27/10,2.819,,5,9/30/12,1.516,,0.537779957,673,1.843835616,8dryLUC,118,15
Fish Lake,6,8,15&16,dry,1219,LUC,20,1,3.07,0.929135413,11/27/10,2.852,,6,9/20/13,1.561,,0.547249678,1028,2.816438356,8dryLUC,118,15
N Durant,7,9,17&18,dry,1205,LUC,18,6,3.034,0.929135413,11/30/10,2.819,,1,4/29/11,2.3327,,0.827492946,150,0.410958904,9dryLUC,119,15
N Durant,7,9,17&18,dry,1210,LUC,18,6,3.07,0.929135413,11/30/10,2.852,,2,5/26/11,2.3472,,0.822872802,177,0.484931507,9dryLUC,119,15
N Durant,7,9,17&18,dry,1206,LUC,18,6,3.034,0.929135413,11/30/10,2.819,,3,8/1/11,2.075,,0.736077448,244,0.668493151,9dryLUC,119,15
N Durant,7,9,17&18,dry,1207,LUC,18,6,3.069,0.929135413,11/30/10,2.852,,4,9/27/11,1.89,,0.662805194,301,0.824657534,9dryLUC,119,15
N Durant,7,9,17&18,dry,1208,LUC,18,6,3.086,0.929135413,11/30/10,2.867,,5,10/1/12,1.12,,0.390609758,671,1.838356164,9dryLUC,119,15
N Durant,7,9,17&18,dry,1209,LUC,18,6,3.033,0.929135413,11/30/10,2.818,,6,9/20/13,1.692,"sand present, tried to remove",0.600411408,1025,2.808219178,9dryLUC,119,15
Mari Hill,8,10,19&20,dry,7892,NIG,5,11,3.048,0.943125125,11/30/10,2.875,,1,4/29/11,2.4608,,0.856036023,150,0.410958904,10dryNIG,120,17
Mari Hill,8,10,19&20,dry,7887,NIG,5,11,3.053,0.943125125,11/30/10,2.879,,2,5/26/11,2.4062,,0.835671524,177,0.484931507,10dryNIG,120,17
Mari Hill,8,10,19&20,dry,7888,NIG,5,11,3.011,0.943125125,11/30/10,2.84,,3,8/1/11,2.113,,0.74407965,244,0.668493151,10dryNIG,120,17
Mari Hill,8,10,19&20,dry,7891,NIG,5,11,3.039,0.943125125,11/30/10,2.866,,4,9/27/11,1.745,,0.60882912,301,0.824657534,10dryNIG,120,17
Mari Hill,8,10,19&20,dry,7889,NIG,5,11,3.027,0.943125125,11/30/10,2.855,,5,9/30/12,1.703,,0.596530856,670,1.835616438,10dryNIG,120,17
Mari Hill,8,10,19&20,dry,7890,NIG,5,11,3.024,0.943125125,11/30/10,2.852,,6,9/20/13,1.709,,0.599226431,1025,2.808219178,10dryNIG,120,17
S Peterson Marsh,1,1,1&2,dry,7922,NIG,10,4,3.069,0.943125125,11/27/10,2.894,,1,4/29/11,2.406,,0.831245716,153,0.419178082,1dryNIG,121,17
S Peterson Marsh,1,1,1&2,dry,7917,NIG,10,4,3.006,0.943125125,11/27/10,2.835,,2,5/26/11,2.316,,0.816921384,180,0.493150685,1dryNIG,121,17
S Peterson Marsh,1,1,1&2,dry,7921,NIG,10,4,3.068,0.943125125,11/27/10,2.894,,3,8/3/11,2.135,,0.737858712,249,0.682191781,1dryNIG,121,17
S Peterson Marsh,1,1,1&2,dry,7918,NIG,10,4,3.01,0.943125125,11/27/10,2.839,,4,9/27/11,1.952,,0.68761288,304,0.832876712,1dryNIG,121,17
S Peterson Marsh,1,1,1&2,dry,7920,NIG,10,4,3.036,0.943125125,11/27/10,2.863,,5,10/2/12,1.893,,0.661118838,675,1.849315068,1dryNIG,121,17
S Peterson Marsh,1,1,1&2,dry,7919,NIG,10,4,3.028,0.943125125,11/27/10,2.856,,6,9/20/13,1.871,,0.655161852,1028,2.816438356,1dryNIG,121,17
Cattle Pond,2,2,3&4,dry,7881,NIG,4,8,3.032,0.943125125,11/27/10,2.86,,1,4/29/11,2.3542,,0.823274841,153,0.419178082,2dryNIG,122,17
Cattle Pond,2,2,3&4,dry,7886,NIG,4,8,3.031,0.943125125,11/27/10,2.859,,2,5/26/11,2.169,,0.758759779,180,0.493150685,2dryNIG,122,17
Cattle Pond,2,2,3&4,dry,7885,NIG,4,8,3.043,0.943125125,11/27/10,2.87,,3,8/3/11,2.037,,0.70977347,249,0.682191781,2dryNIG,122,17
Cattle Pond,2,2,3&4,dry,7882,NIG,4,8,3.005,0.943125125,11/27/10,2.834,,4,9/27/11,2.017,,0.711692038,304,0.832876712,2dryNIG,122,17
Cattle Pond,2,2,3&4,dry,7883,NIG,4,8,3.045,0.943125125,11/27/10,2.872,,5,10/2/12,1.922,,0.669262932,675,1.849315068,2dryNIG,122,17
Cattle Pond,2,2,3&4,dry,7884,NIG,4,8,3.047,0.943125125,11/27/10,2.874,,6,9/20/13,1.785,,0.621149946,1028,2.816438356,2dryNIG,122,17
N Peterson Marsh,3,3,5&6,dry,7905,NIG,8,2,3.038,0.943125125,11/27/10,2.865,,1,4/29/11,2.418,,0.843915984,153,0.419178082,3dryNIG,123,17
N Peterson Marsh,3,3,5&6,dry,7910,NIG,8,2,3.024,0.943125125,11/27/10,2.852,,2,5/26/11,2.313,,0.811006867,180,0.493150685,3dryNIG,123,17
N Peterson Marsh,3,3,5&6,dry,7906,NIG,8,2,3.031,0.943125125,11/27/10,2.859,,3,8/3/11,2.182,,0.76330744,249,0.682191781,3dryNIG,123,17
N Peterson Marsh,3,3,5&6,dry,7907,NIG,8,2,3.052,0.943125125,11/27/10,2.878,,4,9/27/11,2.116,,0.735126062,304,0.832876712,3dryNIG,123,17
N Peterson Marsh,3,3,5&6,dry,7908,NIG,8,2,3.028,0.943125125,11/27/10,2.856,,5,10/2/12,1.968,,0.68912802,675,1.849315068,3dryNIG,123,17
N Peterson Marsh,3,3,5&6,dry,7909,NIG,8,2,3.002,0.943125125,11/27/10,2.831,,6,9/20/13,1.705,,0.602205033,1028,2.816438356,3dryNIG,123,17
N Peterson Marsh,3,4,7&8,dry,7923,NIG,11,7,3.082,0.943125125,11/27/10,2.907,,1,4/29/11,2.4279,,0.835273775,153,0.419178082,4dryNIG,124,17
N Peterson Marsh,3,4,7&8,dry,7928,NIG,11,7,3.036,0.943125125,11/27/10,2.863,,2,5/26/11,2.3249,,0.811957309,180,0.493150685,4dryNIG,124,17
N Peterson Marsh,3,4,7&8,dry,7924,NIG,11,7,3.027,0.943125125,11/27/10,2.855,,3,8/3/11,2.165,,0.758361305,249,0.682191781,4dryNIG,124,17
N Peterson Marsh,3,4,7&8,dry,7927,NIG,11,7,3.025,0.943125125,11/27/10,2.853,,4,9/27/11,2.159,,0.756759617,304,0.832876712,4dryNIG,124,17
N Peterson Marsh,3,4,7&8,dry,7925,NIG,11,7,3.03,0.943125125,11/27/10,2.858,,5,10/2/12,1.855,,0.649130434,675,1.849315068,4dryNIG,124,17
N Peterson Marsh,3,4,7&8,dry,7926,NIG,11,7,3.074,0.943125125,11/27/10,2.899,,6,9/20/13,1.773,,0.611555052,1028,2.816438356,4dryNIG,124,17
Lawrence Strip,4,5,9,dry,7814,NIG,1,5,3.011,0.943125125,11/27/10,2.84,,1,4/29/11,2.4399,,0.859195427,153,0.419178082,5dryNIG,125,17
Lawrence Strip,4,5,9,dry,7809,NIG,1,5,3.03,0.943125125,11/27/10,2.858,,2,5/26/11,2.3874,,0.835436117,180,0.493150685,5dryNIG,125,17
Lawrence Strip,4,5,9,dry,7810,NIG,1,5,3.007,0.943125125,11/27/10,2.836,,3,8/1/11,2.101,,0.740838101,247,0.676712329,5dryNIG,125,17
Lawrence Strip,4,5,9,dry,7813,NIG,1,5,3.04,0.943125125,11/27/10,2.867,,4,9/27/11,2.098,,0.731749755,304,0.832876712,5dryNIG,125,17
Lawrence Strip,4,5,9,dry,7812,NIG,1,5,3.018,0.943125125,11/27/10,2.846,,5,10/1/12,1.942,,0.682276913,674,1.846575342,5dryNIG,125,17
Lawrence Strip,4,5,9,dry,7811,NIG,1,5,3.081,0.943125125,11/27/10,2.906,,6,9/20/13,1.783,,0.613607035,1028,2.816438356,5dryNIG,125,17
Central Pond,5,7,13&14,dry,7935,NIG,13,3,3.015,0.943125125,11/27/10,2.844,,1,4/29/11,2.3808,,0.837271451,153,0.419178082,7dryNIG,126,17
Central Pond,5,7,13&14,dry,7940,NIG,13,3,3.016,0.943125125,11/27/10,2.844,,2,5/26/11,2.3412,,0.823072068,180,0.493150685,7dryNIG,126,17
Central Pond,5,7,13&14,dry,7936,NIG,13,3,3.01,0.943125125,11/27/10,2.839,,3,8/1/11,2.244,,0.790473004,247,0.676712329,7dryNIG,126,17
Central Pond,5,7,13&14,dry,7937,NIG,13,3,3.055,0.943125125,11/27/10,2.881,,4,9/27/11,2.281,,0.791671036,304,0.832876712,7dryNIG,126,17
Central Pond,5,7,13&14,dry,7938,NIG,13,3,3.022,0.943125125,11/27/10,2.85,,5,9/30/12,1.878,,0.65891867,673,1.843835616,7dryNIG,126,17
Central Pond,5,7,13&14,dry,7939,NIG,13,3,3.02,0.943125125,11/27/10,2.848,,6,9/20/13,1.935,"sand present, tried to remove",0.679367414,1028,2.816438356,7dryNIG,126,17
Mari Hill,8,10,19&20,wet,7898,NIG,6,8,3.051,0.943125125,11/30/10,2.877,,1,4/29/11,2.4378,,0.847201177,150,0.410958904,10wetNIG,127,18
Mari Hill,8,10,19&20,wet,7893,NIG,6,8,3.002,0.943125125,11/30/10,2.831,,2,5/26/11,2.3351,,0.824755996,177,0.484931507,10wetNIG,127,18
Mari Hill,8,10,19&20,wet,7894,NIG,6,8,3.036,0.943125125,11/30/10,2.863,,3,8/1/11,2.136,,0.745985123,244,0.668493151,10wetNIG,127,18
Mari Hill,8,10,19&20,wet,7897,NIG,6,8,3.019,0.943125125,11/30/10,2.847,,4,9/27/11,1.915,,0.672568233,301,0.824657534,10wetNIG,127,18
Mari Hill,8,10,19&20,wet,7895,NIG,6,8,3.082,0.943125125,11/30/10,2.907,,5,9/30/12,1.941,,0.667764899,670,1.835616438,10wetNIG,127,18
Mari Hill,8,10,19&20,wet,7896,NIG,6,8,3.022,0.943125125,11/30/10,2.85,,6,9/20/13,2.047,some roots,0.718214333,1025,2.808219178,10wetNIG,127,18
S Peterson Marsh,1,1,1&2,wet,7911,NIG,9,12,3.095,0.943125125,11/27/10,2.919,,1,4/29/11,2.4349,,0.83416346,153,0.419178082,1wetNIG,128,18
S Peterson Marsh,1,1,1&2,wet,7912,NIG,9,12,3.046,0.943125125,11/27/10,2.873,,2,5/26/11,2.2406,,0.779947047,180,0.493150685,1wetNIG,128,18
S Peterson Marsh,1,1,1&2,wet,7913,NIG,9,12,3.038,0.943125125,11/27/10,2.865,,3,8/3/11,2.174,,0.758756554,249,0.682191781,1wetNIG,128,18
S Peterson Marsh,1,1,1&2,wet,7914,NIG,9,12,3.099,0.943125125,11/27/10,2.923,,4,9/27/11,1.946,,0.665812501,304,0.832876712,1wetNIG,128,18
